recipe_id,recipe_name,receipe_alt_name,instructions,section id,section_name,ingrediant_row_id,ingrediant_id,ingrediant_name,ingrediant_qty,measure_unit,pack_type,pack_qty,to_order_unit_qty
49,חזה אווז וכבד עם כרוב סגול,,tbd,2,כרוב,692,182,כרוב סגול,400,גרם,במשקל,1000,0.4
19,ציר דגים 2.5 ליטר,Fumet de Possions,tbd,1,מתכון,244,55,כרישה,0.3,יחידה,יחידה,1,0.3
23,פוט או פה (סיר על האש),Pot au Feu,tbd,1,מתכון,325,55,כרישה,0.3,יחידה,יחידה,1,0.3
3,ציר עוף 5.5 ליטר,Fond Blanc de Vollaille,tbd,1,מתכון,34,55,כרישה,1,יחידה,יחידה,1,1
4,מרק קרם שורשים,,tbd,1,מתכון,46,55,כרישה,1,יחידה,יחידה,1,1
25,ציר בקר 6 ליטר,,tbd,1,מתכון,352,55,כרישה,1,יחידה,יחידה,1,1
40,ביף בורגיניון,,tbd,2,רוטב,557,55,כרישה,1,יחידה,יחידה,1,1
46,ביף וולינגטון,,tbd,4,רוטב,653,55,כרישה,1,יחידה,יחידה,1,1
23,פוט או פה (סיר על האש),Pot au Feu,tbd,1,מתכון,321,55,כרישה,2,יחידה,יחידה,1,2
28,עוף בקארי מאסמן,,tbd,1,מתכון,395,140,כרעי עוף,2,יחידה,יחידה,1,2
23,פוט או פה (סיר על האש),Pot au Feu,tbd,1,מתכון,317,56,כתף בקר מס׳ 5,1000,גרם,במשקל,1000,1
40,ביף בורגיניון,,tbd,1,מתכון,551,56,כתף בקר מס׳ 5,1000,גרם,במשקל,1000,1
40,ביף בורגיניון,,tbd,4,תוספות,573,57,לחם כפרי,1,פרוסה,כיכר,20,0.05
6,ריבולטה,Ribollita,tbd,1,מתכון,79,57,לחם כפרי,2,פרוסה,כיכר,20,0.1
48,טרין כבד אווז ועוף עם צ׳אטני תפוחים,,tbd,3,הגשה,687,57,לחם כפרי,4,פרוסה,כיכר,20,0.2
5,"מרק קוקוס, גלנגל ועוף",Tom Ka Gai,tbd,1,מתכון,66,58,ליים,1,יחידה,יחידה,1,1
22,סלט שרימפס ופומלה,,tbd,2,סלט,307,58,ליים,1,יחידה,יחידה,1,1
21,ספרינג רול ויאטנמי,,במתכון 4 כפות מיץ ליים,3,רוטב,288,58,ליים,2,יחידה,יחידה,1,2
13,סלט מג׳דרה,,tbd,4,טחינה,169,59,לימון,0.25,יחידה,יחידה,1,0.25
13,סלט מג׳דרה,,tbd,5,הגשה,171,59,לימון,0.5,יחידה,יחידה,1,0.5
1,סלט בורגול ועשבים,טבולה,tbd,1,מתכון,6,59,לימון,1,יחידה,יחידה,1,1
12,סלט ירוק עם ויניגרט עשבים,,tbd,2,רוטב,146,59,לימון,1,יחידה,יחידה,1,1
16,טארט לימון,,במתכון 100 גרם מיץ לימון,3,מלית,213,59,לימון,3,יחידה,יחידה,1,3
,פסטה גרידת לימון,,"רוטב - ממיסים את החמאה בסיר רחב ושטוח עם חצי כוס מים חמים וקליפת הלימון. כאשר הוא מומס מוסיפים מיץ לימון ומערבבים לתערובת אחידה.
בישול פסטה -  מרתיחים מים בסיר בגודל בינוני עם כף מיץ לימון ומלח גס (בערך כף). מוסיפים את הפסטה למים ומכסים.כשעולה קצף ממי הבישול של הפסטה (לוקח 1-2 דקות) מסירים את המכסה, מוציאים את הפסטה בעזרת מלקחיים או מסננים ואז מעבירים לסיר עם הרוטב ומטגנים/מבשלים עד שכל הפסטה מצופה.
מוסיפים מלח לפי הטעם ומגישים.",2,רוטב גרידת לימון,702,59,לימון,1,יחידה,יחידה,1,1
5,"מרק קוקוס, גלנגל ועוף",Tom Ka Gai,tbd,1,מתכון,60,60,למון גראס,1,גבעול,אריזה,10,0.1
22,סלט שרימפס ופומלה,,tbd,2,סלט,312,60,למון גראס,4,גבעול,אריזה,10,0.4
46,ביף וולינגטון,,tbd,4,רוטב,659,183,מחית כמהין,1,כפית,משחה,20,0.05
47,ואשראן,,tbd,2,סורבה פטל,665,184,מחית פטל,500,גרם,משחה,20,25
22,סלט שרימפס ופומלה,,tbd,1,רוטב,299,61,מחית תמרינדי,1,כף,משחה,20,0.05
28,עוף בקארי מאסמן,,tbd,1,מתכון,402,61,מחית תמרינדי,1,כפית,משחה,20,0.05
13,סלט מג׳דרה,,tbd,4,טחינה,168,62,מים,0.02,ליטר,ברז,100000,0.0000002
14,קיש לוריין,Quiche Lorraine,tbd,2,בצק,179,62,מים,0.02,גרם,ברז,100000,0.0000002
20,שרימפס פריך ברוטב גריביש,,tbd,2,ציפוי,259,62,מים,0.1,ליטר,ברז,100000,0.000001
4,מרק קרם שורשים,,tbd,1,מתכון,50,62,מים,0.2,ליטר,ברז,100000,0.000002
13,סלט מג׳דרה,,tbd,2,אורז,163,62,מים,0.2,ליטר,ברז,100000,0.000002
15,טארט בורדלו,Tarte Bourdaloue,tbd,4,אגסים בסירופ,202,62,מים,0.3,ליטר,ברז,100000,0.000003
6,ריבולטה,Ribollita,tbd,1,מתכון,80,62,מים,0.4,ליטר,ברז,100000,0.000004
27,פנה קוטה עם פירות אדומים,,tbd,2,סירופ,393,62,מים,1,כף,ברז,100000,0.00001
28,עוף בקארי מאסמן,,tbd,1,מתכון,409,62,מים,1,גרם,ברז,100000,0.00001
29,עוף קונג פאו,,tbd,1,משרה,416,62,מים,1,גרם,ברז,100000,0.00001
34,טורטליני דלעת צלויה בחמאת מרווה,,tbd,1,בצק פסטה,479,62,מים,1,גרם,ברז,100000,0.00001
49,חזה אווז וכבד עם כרוב סגול,,tbd,2,כרוב,699,62,מים,1,גרם,ברז,100000,0.00001
35,כרבולות תרנגול בתפו״א ומנטה,,tbd,2,בצק פסטה ירוק,502,62,מים,2,כף,ברז,100000,0.00002
19,ציר דגים 2.5 ליטר,Fumet de Possions,tbd,1,מתכון,252,62,מים,3,ליטר,ברז,100000,0.00003
24,פילה בקר בחוט,,tbd,2,רוטב ברנייז Bearnaise,341,62,מים,3,כף,ברז,100000,0.00003
29,עוף קונג פאו,,tbd,1,רוטב,422,62,מים,3,כף,ברז,100000,0.00003
3,ציר עוף 5.5 ליטר,Fond Blanc de Vollaille,tbd,1,מתכון,41,62,מים,6,ליטר,ברז,100000,0.00006
25,ציר בקר 6 ליטר,,tbd,1,מתכון,360,62,מים,6,ליטר,ברז,100000,0.00006
23,פוט או פה (סיר על האש),Pot au Feu,tbd,1,מתכון,333,62,מים,8,ליטר,ברז,100000,0.00008
27,פנה קוטה עם פירות אדומים,,tbd,1,פנה קוטה,390,62,מים,10,גרם,ברז,100000,0.0001
21,ספרינג רול ויאטנמי,,tbd,3,רוטב,287,62,מים,50,גרם,ברז,100000,0.0005
22,סלט שרימפס ופומלה,,tbd,1,רוטב,300,62,מים,50,גרם,ברז,100000,0.0005
45,"טארט עגבניות, זיתים ודג כבוש",,tbd,2,אסקבש escabeche,623,62,מים,50,גרם,ברז,100000,0.0005
37,בצק רבוך,,tbd,1,מתכון,525,62,מים,60,גרם,ברז,100000,0.0006
39,ניוקי פריזאי עם ירקות ירוקים,,tbd,1,מתכון,538,62,מים,120,גרם,ברז,100000,0.0012
42,בצק עלים,,tbd,1,דטרומפ,588,62,מים,300,גרם,ברז,100000,0.003
47,ואשראן,,tbd,2,סורבה פטל,666,62,מים,300,גרם,ברז,100000,0.003
30,אורז יסמין,,"מרתיחים מים בסיר
מכניסים אורז, מערבבים, מכסים.
מבשלים על אש קטנה מאוד ל20 דקות.
מורידים מהאש, מערבבים ומכסים ונותנים לנוח כמה דקות.",1,מתכון,432,62,מים,400,גרם,ברז,100000,0.004
35,כרבולות תרנגול בתפו״א ומנטה,,tbd,1,כלורופיל,497,62,מים,400,גרם,ברז,100000,0.004
1,סלט בורגול ועשבים,טבולה,tbd,1,מתכון,15,62,מלח,1,גרם,אריזה,1000,0.001
39,ניוקי פריזאי עם ירקות ירוקים,,tbd,1,מתכון,539,64,מלח,0.5,גרם,אריזה,1000,0.0005
2,רטטוי,Ratatouille,tbd,1,מתכון,26,64,מלח,1,גרם,אריזה,1000,0.001
4,מרק קרם שורשים,,tbd,1,מתכון,53,64,מלח,1,גרם,אריזה,1000,0.001
6,ריבולטה,Ribollita,tbd,1,מתכון,76,64,מלח,1,גרם,אריזה,1000,0.001
7,ביצים מקושקשות,Oeufs Bruilles,tbd,1,מתכון,84,64,מלח,1,גרם,אריזה,1000,0.001
8,ביצים בנוסח פלורנטין,,tbd,1,מתכון,91,64,מלח,1,גרם,אריזה,1000,0.001
8,ביצים בנוסח פלורנטין,,tbd,2,בורנאי: בשמל + פרמז׳ן,97,64,מלח,1,גרם,אריזה,1000,0.001
9,"ביצה עלומה, האש בראון ובייקון בקרמל",,tbd,2,האש בראון,108,64,מלח,1,גרם,אריזה,1000,0.001
9,"ביצה עלומה, האש בראון ובייקון בקרמל",,tbd,3,עגבניה צלוייה,114,64,מלח,1,גרם,אריזה,1000,0.001
9,"ביצה עלומה, האש בראון ובייקון בקרמל",,tbd,5,הגשה,119,64,מלח,1,גרם,אריזה,1000,0.001
11,סלט ניסואז,Salade Nicoise,tbd,1,מתכון,133,64,מלח,1,גרם,אריזה,1000,0.001
11,סלט ניסואז,Salade Nicoise,tbd,1,מתכון,139,64,מלח,1,גרם,אריזה,1000,0.001
12,סלט ירוק עם ויניגרט עשבים,,tbd,2,רוטב,154,64,מלח,1,גרם,אריזה,1000,0.001
13,סלט מג׳דרה,,tbd,2,אורז,162,64,מלח,1,גרם,אריזה,1000,0.001
13,סלט מג׳דרה,,tbd,3,עדשים,166,64,מלח,1,גרם,אריזה,1000,0.001
13,סלט מג׳דרה,,tbd,4,טחינה,170,64,מלח,1,גרם,אריזה,1000,0.001
14,קיש לוריין,Quiche Lorraine,tbd,3,מלית,185,64,מלח,1,גרם,אריזה,1000,0.001
15,טארט בורדלו,Tarte Bourdaloue,tbd,2,בצק,193,64,מלח,1,גרם,אריזה,1000,0.001
15,טארט בורדלו,Tarte Bourdaloue,tbd,4,אגסים בסירופ,205,64,מלח,1,גרם,אריזה,1000,0.001
16,טארט לימון,,tbd,2,בצק,211,64,מלח,1,גרם,אריזה,1000,0.001
20,שרימפס פריך ברוטב גריביש,,tbd,2,ציפוי,261,64,מלח,1,גרם,אריזה,1000,0.001
20,שרימפס פריך ברוטב גריביש,,tbd,3,מיונז,266,64,מלח,1,גרם,אריזה,1000,0.001
23,פוט או פה (סיר על האש),Pot au Feu,tbd,1,מתכון,331,64,מלח,1,גרם,אריזה,1000,0.001
24,פילה בקר בחוט,,tbd,2,רוטב ברנייז Bearnaise,347,64,מלח,1,גרם,אריזה,1000,0.001
26,"אנטריקוט צלוי, רוטב פלפל ותפוחי אדמה",,tbd,1,מתכון,363,64,מלח,1,גרם,אריזה,1000,0.001
26,"אנטריקוט צלוי, רוטב פלפל ותפוחי אדמה",,tbd,3,תפוח אדמה בפרסיאד,384,64,מלח,1,גרם,אריזה,1000,0.001
28,עוף בקארי מאסמן,,tbd,1,מתכון,406,64,מלח,1,גרם,אריזה,1000,0.001
29,עוף קונג פאו,,tbd,1,משרה,415,64,מלח,1,גרם,אריזה,1000,0.001
31,ריזוטו לבן עם פטריות,,tbd,1,ריזוטו,440,64,מלח,1,גרם,אריזה,1000,0.001
31,ריזוטו לבן עם פטריות,,tbd,2,פטריות,450,64,מלח,1,גרם,אריזה,1000,0.001
33,מוס שוקולד,,tbd,2,מתכון,469,64,מלח,1,גרם,אריזה,1000,0.001
34,טורטליני דלעת צלויה בחמאת מרווה,,tbd,1,בצק פסטה,480,64,מלח,1,גרם,אריזה,1000,0.001
34,טורטליני דלעת צלויה בחמאת מרווה,,tbd,2,מלית,486,64,מלח,1,גרם,אריזה,1000,0.001
34,טורטליני דלעת צלויה בחמאת מרווה,,tbd,3,רוטב,492,64,מלח,1,גרם,אריזה,1000,0.001
35,כרבולות תרנגול בתפו״א ומנטה,,tbd,2,בצק פסטה ירוק,504,64,מלח,1,גרם,אריזה,1000,0.001
35,כרבולות תרנגול בתפו״א ומנטה,,tbd,3,מלית,510,64,מלח,1,גרם,אריזה,1000,0.001
35,כרבולות תרנגול בתפו״א ומנטה,,tbd,4,רוטב,513,64,מלח,1,גרם,אריזה,1000,0.001
36,פטוצ׳יני חציר וקש,,tbd,1,מתכון,521,64,מלח,1,גרם,אריזה,1000,0.001
37,בצק רבוך,,tbd,1,מתכון,528,64,מלח,1,גרם,אריזה,1000,0.001
41,סופלה פרלינה עם רוטב קרמל מלוח,,tbd,1,מתכון,583,64,מלח,1,גרם,אריזה,1000,0.001
41,סופלה פרלינה עם רוטב קרמל מלוח,,tbd,2,רוטב,586,64,מלח,1,גרם,אריזה,1000,0.001
44,טארט תפוחים,,tbd,1,מתכון,603,64,מלח,1,גרם,אריזה,1000,0.001
45,"טארט עגבניות, זיתים ודג כבוש",,tbd,1,קונקסה,608,64,מלח,1,גרם,אריזה,1000,0.001
45,"טארט עגבניות, זיתים ודג כבוש",,tbd,2,אסקבש escabeche,621,64,מלח,1,גרם,אריזה,1000,0.001
46,ביף וולינגטון,,tbd,1,מתכון,633,64,מלח,1,גרם,אריזה,1000,0.001
46,ביף וולינגטון,,tbd,2,דוקסל,638,64,מלח,1,גרם,אריזה,1000,0.001
46,ביף וולינגטון,,tbd,3,קרפ,646,64,מלח,1,גרם,אריזה,1000,0.001
47,ואשראן,,tbd,1,מרנג,664,64,מלח,1,גרם,אריזה,1000,0.001
48,טרין כבד אווז ועוף עם צ׳אטני תפוחים,,tbd,2,צ׳אטני,685,64,מלח,1,גרם,אריזה,1000,0.001
49,חזה אווז וכבד עם כרוב סגול,,tbd,1,מתכון,690,64,מלח,1,גרם,אריזה,1000,0.001
49,חזה אווז וכבד עם כרוב סגול,,tbd,2,כרוב,698,64,מלח,1,גרם,אריזה,1000,0.001
14,קיש לוריין,Quiche Lorraine,tbd,2,בצק,178,64,מלח,4,גרם,אריזה,1000,0.004
48,טרין כבד אווז ועוף עם צ׳אטני תפוחים,,tbd,1,מתכון,676,64,מלח,7.5,גרם,אריזה,1000,0.0075
42,בצק עלים,,tbd,1,דטרומפ,591,64,מלח,10,גרם,אריזה,1000,0.01
,פסטה גרידת לימון,,"רוטב - ממיסים את החמאה בסיר רחב ושטוח עם חצי כוס מים חמים וקליפת הלימון. כאשר הוא מומס מוסיפים מיץ לימון ומערבבים לתערובת אחידה.
בישול פסטה -  מרתיחים מים בסיר בגודל בינוני עם כף מיץ לימון ומלח גס (בערך כף). מוסיפים את הפסטה למים ומכסים.כשעולה קצף ממי הבישול של הפסטה (לוקח 1-2 דקות) מסירים את המכסה, מוציאים את הפסטה בעזרת מלקחיים או מסננים ואז מעבירים לסיר עם הרוטב ומטגנים/מבשלים עד שכל הפסטה מצופה.
מוסיפים מלח לפי הטעם ומגישים.",2,רוטב גרידת לימון,703,64,מלח,1,גרם,אריזה,1000,0.001
1,סלט בורגול ועשבים,טבולה,tbd,1,מתכון,3,65,מלפפון,2,יחידה,יחידה,1,2
3,ציר עוף 5.5 ליטר,Fond Blanc de Vollaille,tbd,1,מתכון,39,66,מסמר ציפורן,1,יחידה,במשקל,1,1
23,פוט או פה (סיר על האש),Pot au Feu,tbd,1,מתכון,319,66,מסמר ציפורן,2,יחידה,במשקל,2,1
38,פחזניות עם קרם דיפלומט,,tbd,2,קרם דיפלומט,533,185,מקל וניל,0.5,יחידה,יחידה,1,0.5
47,ואשראן,,tbd,3,קצפת,670,185,מקל וניל,1,יחידה,יחידה,1,1
13,סלט מג׳דרה,,tbd,3,עדשים,165,67,מקל קינמון,1,יחידה,במשקל,1,1
28,עוף בקארי מאסמן,,tbd,1,מתכון,404,67,מקל קינמון,1,יחידה,במשקל,1,1
28,עוף בקארי מאסמן,,tbd,1,מתכון,396,141,משחת קארי מסאמן,1,כף,אריזה,50,0.02
1,סלט בורגול ועשבים,טבולה,tbd,1,מתכון,13,68,משמש מיובש,40,גרם,אריזה,200,0.2
35,כרבולות תרנגול בתפו״א ומנטה,,tbd,3,מלית,509,69,נענע,1,עלה,צרור,20,0.05
22,סלט שרימפס ופומלה,,tbd,2,סלט,314,69,נענע,3,גבעול,צרור,20,0.15
1,סלט בורגול ועשבים,טבולה,tbd,1,מתכון,8,69,נענע,5,גבעול,צרור,20,0.25
21,ספרינג רול ויאטנמי,,tbd,4,הגשה,293,69,נענע,10,גבעול,צרור,20,0.5
29,עוף קונג פאו,,tbd,1,משרה,417,145,סודה לשתיה,1,גרם,אריזה,10,0.1
29,עוף קונג פאו,,tbd,1,רוטב,420,69,סויה,2,כף,בקבוק,250,0.008
21,ספרינג רול ויאטנמי,,tbd,2,מלית,276,69,סויה,3,כף,בקבוק,250,0.012
21,ספרינג רול ויאטנמי,,tbd,2,מלית,277,69,סוכר,1,כפית,אריזה,1000,0.001
40,ביף בורגיניון,,tbd,4,תוספות,575,69,סוכר,1,גרם,אריזה,1000,0.001
45,"טארט עגבניות, זיתים ודג כבוש",,tbd,1,קונקסה,610,69,סוכר,1,גרם,אריזה,1000,0.001
29,עוף קונג פאו,,tbd,1,רוטב,421,69,סוכר,2,כף,אריזה,1000,0.002
14,קיש לוריין,Quiche Lorraine,tbd,2,בצק,177,69,סוכר,5,גרם,אריזה,1000,0.005
37,בצק רבוך,,tbd,1,מתכון,527,69,סוכר,5,גרם,אריזה,1000,0.005
27,פנה קוטה עם פירות אדומים,,tbd,2,סירופ,392,69,סוכר,10,גרם,אריזה,1000,0.01
27,פנה קוטה עם פירות אדומים,,tbd,1,פנה קוטה,387,69,סוכר,30,גרם,אריזה,1000,0.03
49,חזה אווז וכבד עם כרוב סגול,,tbd,2,כרוב,694,69,סוכר,30,גרם,אריזה,1000,0.03
44,טארט תפוחים,,tbd,1,מתכון,600,69,סוכר,40,גרם,אריזה,1000,0.04
48,טרין כבד אווז ועוף עם צ׳אטני תפוחים,,tbd,2,צ׳אטני,680,69,סוכר,50,גרם,אריזה,1000,0.05
38,פחזניות עם קרם דיפלומט,,tbd,2,קרם דיפלומט,535,69,סוכר,60,גרם,אריזה,1000,0.06
41,סופלה פרלינה עם רוטב קרמל מלוח,,tbd,1,מתכון,579,69,סוכר,60,גרם,אריזה,1000,0.06
47,ואשראן,,tbd,3,קצפת,669,69,סוכר,80,גרם,אריזה,1000,0.08
47,ואשראן,,tbd,4,קולי פטל,673,69,סוכר,80,גרם,אריזה,1000,0.08
41,סופלה פרלינה עם רוטב קרמל מלוח,,tbd,2,רוטב,584,69,סוכר,100,גרם,אריזה,1000,0.1
10,קרם קרמל,,tbd,1,מתכון,124,69,סוכר,110,גרם,אריזה,1000,0.11
15,טארט בורדלו,Tarte Bourdaloue,tbd,4,אגסים בסירופ,203,69,סוכר,130,גרם,אריזה,1000,0.13
16,טארט לימון,,tbd,3,מלית,214,69,סוכר,140,גרם,אריזה,1000,0.14
43,טארט טאטן קלאסי,,tbd,1,מתכון,594,69,סוכר,150,גרם,אריזה,1000,0.15
47,ואשראן,,tbd,2,סורבה פטל,667,69,סוכר,150,גרם,אריזה,1000,0.15
47,ואשראן,,tbd,1,מרנג,662,69,סוכר,180,גרם,אריזה,1000,0.18
17,קרם ברולה,Creme Brulee,tbd,1,מתכון,222,69,סוכר,200,גרם,אריזה,1000,0.2
33,מוס שוקולד,,tbd,2,מרנג,471,69,סוכר,200,גרם,אריזה,1000,0.2
10,קרם קרמל,,tbd,2,קרמל,125,69,סוכר,250,גרם,אריזה,1000,0.25
5,"מרק קוקוס, גלנגל ועוף",Tom Ka Gai,tbd,1,מתכון,65,70,סוכר דמררה,1,כף,אריזה,1000,0.001
28,עוף בקארי מאסמן,,tbd,1,מתכון,403,70,סוכר דמררה,1,כף,אריזה,1000,0.001
22,סלט שרימפס ופומלה,,tbd,1,רוטב,297,70,סוכר דמררה,5,כף,אריזה,1000,0.005
21,ספרינג רול ויאטנמי,,tbd,3,רוטב,286,70,סוכר דמררה,20,גרם,אריזה,1000,0.02
33,מוס שוקולד,,tbd,1,מתכון,467,70,סוכר דמררה,50,גרם,אריזה,1000,0.05
9,"ביצה עלומה, האש בראון ובייקון בקרמל",,tbd,4,בייקון בקרמל,117,71,סוכר חום,40,גרם,אריזה,1000,0.04
45,"טארט עגבניות, זיתים ודג כבוש",,tbd,3,סלט,627,187,סלק צהוב,1,יחידה,יחידה,1,1
18,פילה דניס עם ירקות בסגנון בויאבז,,tbd,1,רוטב,227,72,סלרי,0.5,יחידה,צרור,10,0.05
26,"אנטריקוט צלוי, רוטב פלפל ותפוחי אדמה",,tbd,2,רוטב,371,72,סלרי,0.5,יחידה,צרור,10,0.05
40,ביף בורגיניון,,tbd,2,רוטב,556,72,סלרי,0.5,יחידה,צרור,10,0.05
45,"טארט עגבניות, זיתים ודג כבוש",,tbd,2,אסקבש escabeche,616,72,סלרי,0.5,יחידה,צרור,10,0.05
1,סלט בורגול ועשבים,טבולה,tbd,1,מתכון,7,72,סלרי,1,גבעול,צרור,10,0.1
6,ריבולטה,Ribollita,tbd,1,מתכון,72,72,סלרי,1,יחידה,צרור,10,0.1
46,ביף וולינגטון,,במתכון 50 גרם גזר+סלרי+שום,4,רוטב,651,72,סלרי,1,יחידה,צרור,10,0.1
3,ציר עוף 5.5 ליטר,Fond Blanc de Vollaille,tbd,1,מתכון,32,72,סלרי,2,יחידה,צרור,10,0.2
25,ציר בקר 6 ליטר,,tbd,1,מתכון,353,72,סלרי,2,יחידה,צרור,10,0.2
11,סלט ניסואז,Salade Nicoise,tbd,1,מתכון,127,73,עגבניה,1,יחידה,יחידה,1,1
2,רטטוי,Ratatouille,tbd,1,מתכון,22,73,עגבניה,2,יחידה,יחידה,1,2
9,"ביצה עלומה, האש בראון ובייקון בקרמל",,tbd,3,עגבניה צלוייה,112,73,עגבניה,2,יחידה,יחידה,1,2
45,"טארט עגבניות, זיתים ודג כבוש",,tbd,1,קונקסה,604,73,עגבניה,2,יחידה,יחידה,1,2
25,ציר בקר 6 ליטר,,tbd,1,מתכון,355,73,עגבניות,2,יחידה,יחידה,1,2
6,ריבולטה,Ribollita,tbd,1,מתכון,73,74,עגבניות משומרות,400,גרם,צנצנת,400,1
5,"מרק קוקוס, גלנגל ועוף",Tom Ka Gai,tbd,1,מתכון,68,75,עגבניות שרי,5,יחידה,יחידה,1,5
13,סלט מג׳דרה,,tbd,3,עדשים,164,76,עדשים שחורות,100,גרם,אריזה,400,0.25
31,ריזוטו לבן עם פטריות,,tbd,2,פטריות,445,155,עירית,5,גבעול,צרור,15,0.3333333333
46,ביף וולינגטון,,tbd,3,קרפ,645,155,עירית,10,גבעול,אריזה,50,0.2
4,מרק קרם שורשים,,tbd,1,מתכון,49,77,עלה דפנה,1,עלה,אריזה,40,0.025
26,"אנטריקוט צלוי, רוטב פלפל ותפוחי אדמה",,tbd,2,רוטב,374,77,עלה דפנה,1,עלה,אריזה,40,0.025
40,ביף בורגיניון,,tbd,2,רוטב,560,77,עלה דפנה,1,עלה,אריזה,40,0.025
45,"טארט עגבניות, זיתים ודג כבוש",,tbd,2,אסקבש escabeche,620,77,עלה דפנה,1,עלה,אריזה,50,0.02
46,ביף וולינגטון,,tbd,4,רוטב,656,77,עלה דפנה,1,עלה,אריזה,40,0.025
3,ציר עוף 5.5 ליטר,Fond Blanc de Vollaille,tbd,1,מתכון,38,77,עלה דפנה,2,עלה,אריזה,40,0.05
19,ציר דגים 2.5 ליטר,Fumet de Possions,tbd,1,מתכון,247,77,עלה דפנה,2,עלה,אריזה,40,0.05
23,פוט או פה (סיר על האש),Pot au Feu,tbd,1,מתכון,328,77,עלה דפנה,2,עלה,אריזה,40,0.05
25,ציר בקר 6 ליטר,,tbd,1,מתכון,359,77,עלה דפנה,2,עלה,אריזה,40,0.05
21,ספרינג רול ויאטנמי,,tbd,1,מתכון,273,78,עלי אגרול,20,יחידה,אריזה,20,1
21,ספרינג רול ויאטנמי,,tbd,4,הגשה,291,79,עלי חסה,10,יחידה,אריזה,10,1
6,ריבולטה,Ribollita,tbd,1,מתכון,74,80,עלי כרוב שחור,5,יחידה,אריזה,10,0.5
34,טורטליני דלעת צלויה בחמאת מרווה,,tbd,3,רוטב,490,186,עלי מרווה,2,עלה,צרור,20,0.1
5,"מרק קוקוס, גלנגל ועוף",Tom Ka Gai,tbd,1,מתכון,58,81,עלי קפיר ליים,2,יחידה,אריזה,50,0.04
22,סלט שרימפס ופומלה,,tbd,2,סלט,316,81,עלי קפיר ליים,2,יחידה,אריזה,50,0.04
8,ביצים בנוסח פלורנטין,,tbd,1,מתכון,89,82,עלי תרד,200,גרם,אריזה,200,1
39,ניוקי פריזאי עם ירקות ירוקים,,tbd,2,הגשה,546,188,עלי תרד בייבי,50,עלה,אריזה,200,0.25
35,כרבולות תרנגול בתפו״א ומנטה,,tbd,1,כלורופיל,496,188,עלי תרד בייבי,500,גרם,אריזה,200,2.5
48,טרין כבד אווז ועוף עם צ׳אטני תפוחים,,tbd,3,הגשה,686,189,עלים לסלט,30,גרם,אריזה,200,0.15
25,ציר בקר 6 ליטר,,tbd,1,מתכון,349,83,עצמות בקר,3000,גרם,במשקל,3000,1
19,ציר דגים 2.5 ליטר,Fumet de Possions,tbd,1,מתכון,242,84,עצמות מדג,4,יחידה,יחידה,1,4
3,ציר עוף 5.5 ליטר,Fond Blanc de Vollaille,tbd,1,מתכון,30,85,עצמות עוף,2000,גרם,במשקל,2000,1
32,ריזוטו אדום עם קלמרי,,tbd,1,מתכון,457,158,פאסטה,50,גרם,אריזה,100,0.5
22,סלט שרימפס ופומלה,,tbd,2,סלט,302,86,פומלה,1,יחידה,יחידה,1,1
46,ביף וולינגטון,,tbd,4,רוטב,658,190,פורטו,30,גרם,בקבוק,500,0.06
27,פנה קוטה עם פירות אדומים,,tbd,2,סירופ,391,87,פטל קפוא,50,גרם,אריזה,200,0.25
47,ואשראן,,tbd,4,קולי פטל,672,87,פטל קפוא,300,גרם,אריזה,200,1.5
4,מרק קרם שורשים,,tbd,1,מתכון,47,88,פטרוזיליה,2,גבעול,צרור,20,0.1
20,שרימפס פריך ברוטב גריביש,,tbd,1,מתכון,254,88,פטרוזיליה,2,גבעול,צרור,20,0.1
20,שרימפס פריך ברוטב גריביש,,tbd,4,גריביש,269,88,פטרוזיליה,2,גבעול,צרור,20,0.1
23,פוט או פה (סיר על האש),Pot au Feu,tbd,1,מתכון,323,88,פטרוזיליה,2,יחידה,צרור,20,0.1
40,ביף בורגיניון,,tbd,4,תוספות,576,88,פטרוזיליה,2,גבעול,צרור,20,0.1
45,"טארט עגבניות, זיתים ודג כבוש",,tbd,2,אסקבש escabeche,619,88,פטרוזיליה,3,גבעול,צרור,20,0.15
3,ציר עוף 5.5 ליטר,Fond Blanc de Vollaille,tbd,1,מתכון,36,88,פטרוזיליה,4,גבעול,צרור,20,0.2
19,ציר דגים 2.5 ליטר,Fumet de Possions,tbd,1,מתכון,245,88,פטרוזיליה,4,גבעול,צרור,20,0.2
23,פוט או פה (סיר על האש),Pot au Feu,tbd,1,מתכון,326,88,פטרוזיליה,4,גבעול,צרור,20,0.2
25,ציר בקר 6 ליטר,,tbd,1,מתכון,357,88,פטרוזיליה,4,גבעול,צרור,20,0.2
31,ריזוטו לבן עם פטריות,,tbd,2,פטריות,444,88,פטרוזיליה,4,גבעול,צרור,20,0.2
40,ביף בורגיניון,,tbd,2,רוטב,558,88,פטרוזיליה,4,גבעול,צרור,20,0.2
46,ביף וולינגטון,,tbd,4,רוטב,654,88,פטרוזיליה,4,גבעול,צרור,20,0.2
1,סלט בורגול ועשבים,טבולה,tbd,1,מתכון,9,88,פטרוזיליה,5,גבעול,צרור,20,0.25
26,"אנטריקוט צלוי, רוטב פלפל ותפוחי אדמה",,tbd,3,תפוח אדמה בפרסיאד,385,88,פטרוזיליה,6,גבעול,צרור,20,0.3
